,Day,Trips,OrigCode,DestCode,Origin,Destination,OPop,DEmpl,Ourban,Durban,OInc,DInc,Distance
473,Monday,170,30111,30115,Stovner,Søndre Nordstrand,19116,6701,5.04,6.16,489000,539000,19536.192242438407
474,Monday,1050,30111,30116,Stovner,Sentrum,19116,77995,5.04,1.4,489000,335000,12165.731278640567
475,Monday,25,30111,30117,Stovner,Marka,19116,793,5.04,5.699999999999999,489000,625000,19680.32393097136
476,Monday,3809,30112,30101,Alna,Gamle Oslo,30341,43121,9.23,4.75,477000,453000,6162.169629051199
477,Monday,2926,30112,30102,Alna,Grünerløkka,30341,29560,9.23,3.65,477000,450000,5900.396441537357
478,Monday,1532,30112,30103,Alna,Sagene,30341,19408,9.23,2.34,477000,461000,7381.031137485456
479,Monday,2420,30112,30104,Alna,St. Hanshaugen,30341,54104,9.23,2.8,477000,430000,8750.776785544916
480,Monday,1807,30112,30105,Alna,Frogner,30341,48082,9.23,5.35,477000,464000,10048.405792950687
481,Monday,930,30112,30106,Alna,Ullern,30341,38334,9.23,7.1,477000,648000,13451.294209522308
482,Monday,952,30112,30107,Alna,Vestre Aker,30341,13362,9.23,11.55,477000,688000,13842.058116678594
483,Monday,2622,30112,30108,Alna,Nordre Aker,30341,42238,9.23,10.5,477000,578000,8627.034830415494
484,Monday,4993,30112,30109,Alna,Bjerke,30341,22537,9.23,5.85,477000,490000,4363.448409157616
485,Monday,2818,30112,30110,Alna,Grorud,30341,9297,9.23,4.37,477000,453000,5366.03989645708
486,Monday,3062,30112,30111,Alna,Stovner,30341,9490,9.23,5.04,477000,489000,6093.400621247872
487,Monday,31627,30112,30112,Alna,Alna,30341,31427,9.23,9.23,477000,477000,0.0
488,Monday,3181,30112,30113,Alna,Østensjø,30341,12470,9.23,7.66,477000,539000,5339.961625274023
489,Monday,1942,30112,30114,Alna,Nordstrand,30341,11179,9.23,11.83,477000,607000,9187.049789492246
490,Monday,1114,30112,30115,Alna,Søndre Nordstrand,30341,6701,9.23,6.16,477000,539000,13884.191688287743
491,Monday,2383,30112,30116,Alna,Sentrum,30341,77995,9.23,1.4,477000,335000,7852.706895811375
492,Monday,205,30112,30117,Alna,Marka,30341,793,9.23,5.699999999999999,477000,625000,16821.835439936596
493,Monday,2947,30113,30101,Østensjø,Gamle Oslo,30474,43121,7.66,4.75,539000,453000,5298.810242808733
494,Monday,1640,30113,30102,Østensjø,Grünerløkka,30474,29560,7.66,3.65,539000,450000,5739.309457199447
495,Monday,890,30113,30103,Østensjø,Sagene,30474,19408,7.66,2.34,539000,461000,7682.7065212751295
496,Monday,1829,30113,30104,Østensjø,St. Hanshaugen,30474,54104,7.66,2.8,539000,430000,8589.689801207005
497,Monday,1735,30113,30105,Østensjø,Frogner,30474,48082,7.66,5.35,539000,464000,8210.104530633964
498,Monday,734,30113,30106,Østensjø,Ullern,30474,38334,7.66,7.1,539000,648000,12587.934823279842
499,Monday,782,30113,30107,Østensjø,Vestre Aker,30474,13362,7.66,11.55,539000,688000,14089.553530858646
500,Monday,1552,30113,30108,Østensjø,Nordre Aker,30474,42238,7.66,10.5,539000,578000,9246.791507761034
501,Monday,1057,30113,30109,Østensjø,Bjerke,30474,22537,7.66,5.85,539000,490000,6875.590209250571
502,Monday,432,30113,30110,Østensjø,Grorud,30474,9297,7.66,4.37,539000,453000,10373.860829488074
503,Monday,405,30113,30111,Østensjø,Stovner,30474,9490,7.66,5.04,539000,489000,11101.22155427886
504,Monday,3166,30113,30112,Østensjø,Alna,30474,31427,7.66,9.23,539000,477000,7318.668630063553
505,Monday,25709,30113,30113,Østensjø,Østensjø,30474,12470,7.66,7.66,539000,539000,0.0
506,Monday,4157,30113,30114,Østensjø,Nordstrand,30474,11179,7.66,11.83,539000,607000,3847.088164218221
507,Monday,1276,30113,30115,Østensjø,Søndre Nordstrand,30474,6701,7.66,6.16,539000,539000,8544.23006301372
508,Monday,2299,30113,30116,Østensjø,Sentrum,30474,77995,7.66,1.4,539000,335000,6989.347509568909
509,Monday,119,30113,30117,Østensjø,Marka,30474,793,7.66,5.699999999999999,539000,625000,17441.592117282136
510,Monday,3019,30114,30101,Nordstrand,Gamle Oslo,30471,43121,11.83,4.75,607000,453000,5547.74419253047
511,Monday,1192,30114,30102,Nordstrand,Grünerløkka,30471,29560,11.83,3.65,607000,450000,7332.81293689462
512,Monday,824,30114,30103,Nordstrand,Sagene,30471,19408,11.83,2.34,607000,461000,8654.556418226486
513,Monday,1910,30114,30104,Nordstrand,St. Hanshaugen,30471,54104,11.83,2.8,607000,430000,8528.379772529472
514,Monday,2556,30114,30105,Nordstrand,Frogner,30471,48082,11.83,5.35,607000,464000,9324.85879625824
515,Monday,866,30114,30106,Nordstrand,Ullern,30471,38334,11.83,7.1,607000,648000,9029.777763851038
516,Monday,703,30114,30107,Nordstrand,Vestre Aker,30471,13362,11.83,11.55,607000,688000,13204.262242109036
517,Monday,2058,30114,30108,Nordstrand,Nordre Aker,30471,42238,11.83,10.5,607000,578000,10348.827705908012
518,Monday,1037,30114,30109,Nordstrand,Bjerke,30471,22537,11.83,5.85,607000,490000,9666.618678170633
519,Monday,327,30114,30110,Nordstrand,Grorud,30471,9297,11.83,4.37,607000,453000,13600.076537236824
520,Monday,313,30114,30111,Nordstrand,Stovner,30471,9490,11.83,5.04,607000,489000,14327.437262027604
521,Monday,1846,30114,30112,Nordstrand,Alna,30471,31427,11.83,9.23,607000,477000,10109.697098983614
522,Monday,4052,30114,30113,Nordstrand,Østensjø,30471,12470,11.83,7.66,607000,539000,3856.586982119528
523,Monday,29886,30114,30114,Nordstrand,Nordstrand,30471,11179,11.83,11.83,607000,607000,0.0
524,Monday,3354,30114,30115,Nordstrand,Søndre Nordstrand,30471,6701,11.83,6.16,607000,539000,6448.212437264256
525,Monday,2858,30114,30116,Nordstrand,Sentrum,30471,77995,11.83,1.4,607000,335000,5744.091039045937
526,Monday,17,30114,30117,Nordstrand,Marka,30471,793,11.83,5.699999999999999,607000,625000,18624.87940133616
527,Monday,1815,30115,30101,Søndre Nordstrand,Gamle Oslo,23438,43121,6.16,4.75,539000,453000,11762.597643446326
528,Monday,847,30115,30102,Søndre Nordstrand,Grünerløkka,23438,29560,6.16,3.65,539000,450000,13644.911152631446
529,Monday,290,30115,30103,Søndre Nordstrand,Sagene,23438,19408,6.16,2.34,539000,461000,14966.654633963311
530,Monday,1032,30115,30104,Søndre Nordstrand,St. Hanshaugen,23438,54104,6.16,2.8,539000,430000,14606.1046028818
531,Monday,1094,30115,30105,Søndre Nordstrand,Frogner,23438,48082,6.16,5.35,539000,464000,11064.582876695413
532,Monday,459,30115,30106,Søndre Nordstrand,Ullern,23438,38334,6.16,7.1,539000,648000,17048.404236492068
533,Monday,353,30115,30107,Søndre Nordstrand,Vestre Aker,23438,13362,6.16,11.55,539000,688000,19281.98707246135
534,Monday,929,30115,30108,Søndre Nordstrand,Nordre Aker,23438,42238,6.16,10.5,539000,578000,16660.925921644837
535,Monday,592,30115,30109,Søndre Nordstrand,Bjerke,23438,22537,6.16,5.85,539000,490000,15100.323178496785
536,Monday,162,30115,30110,Søndre Nordstrand,Grorud,23438,9297,6.16,4.37,539000,453000,18681.644128866523
537,Monday,192,30115,30111,Søndre Nordstrand,Stovner,23438,9490,6.16,5.04,539000,489000,19409.00485365731
538,Monday,1060,30115,30112,Søndre Nordstrand,Alna,23438,31427,6.16,9.23,539000,477000,15543.401599309762
539,Monday,1931,30115,30113,Søndre Nordstrand,Østensjø,23438,12470,6.16,7.66,539000,539000,8307.783299378447
540,Monday,3172,30115,30114,Søndre Nordstrand,Nordstrand,23438,11179,6.16,11.83,539000,607000,6444.17268677909
541,Monday,15887,30115,30115,Søndre Nordstrand,Søndre Nordstrand,23438,6701,6.16,6.16,539000,539000,0.0
542,Monday,1566,30115,30116,Søndre Nordstrand,Sentrum,23438,77995,6.16,1.4,539000,335000,11603.62014724266
543,Monday,21,30115,30117,Søndre Nordstrand,Marka,23438,793,6.16,5.699999999999999,539000,625000,24936.977617072986
544,Monday,8048,30116,30101,Sentrum,Gamle Oslo,1264,43121,1.4,4.75,335000,453000,2196.021056448932
545,Monday,6385,30116,30102,Sentrum,Grünerløkka,1264,29560,1.4,3.65,335000,450000,2993.179072183307
546,Monday,3214,30116,30103,Sentrum,Sagene,1264,19408,1.4,2.34,335000,461000,4314.922553515174
547,Monday,8769,30116,30104,Sentrum,St. Hanshaugen,1264,54104,1.4,2.8,335000,430000,3965.859813042666
548,Monday,9074,30116,30105,Sentrum,Frogner,1264,48082,1.4,5.35,335000,464000,2751.375872424393
549,Monday,2234,30116,30106,Sentrum,Ullern,1264,38334,1.4,7.1,335000,648000,5963.341559716156
550,Monday,2344,30116,30107,Sentrum,Vestre Aker,1264,13362,1.4,11.55,335000,688000,8641.74228262223
551,Monday,3485,30116,30108,Sentrum,Nordre Aker,1264,42238,1.4,10.5,335000,578000,6009.193841196701
552,Monday,1743,30116,30109,Sentrum,Bjerke,1264,22537,1.4,5.85,335000,490000,6495.904862888602
553,Monday,1075,30116,30110,Sentrum,Grorud,1264,9297,1.4,4.37,335000,453000,11599.14932178206
554,Monday,1160,30116,30111,Sentrum,Stovner,1264,9490,1.4,5.04,335000,489000,12319.58185869974
555,Monday,2315,30116,30112,Sentrum,Alna,1264,31427,1.4,9.23,335000,477000,7380.526629654887
556,Monday,2411,30116,30113,Sentrum,Østensjø,1264,12470,1.4,7.66,335000,539000,6933.4059505378245
557,Monday,3129,30116,30114,Sentrum,Nordstrand,1264,11179,1.4,11.83,335000,607000,5752.466538303741
558,Monday,1785,30116,30115,Sentrum,Søndre Nordstrand,1264,6701,1.4,6.16,335000,539000,11870.657229617387
559,Monday,19505,30116,30116,Sentrum,Sentrum,1264,77995,1.4,1.4,335000,335000,0.0
560,Monday,36,30116,30117,Sentrum,Marka,1264,793,1.4,5.699999999999999,335000,625000,14285.245536624858
561,Monday,25,30117,30101,Marka,Gamle Oslo,1035,43121,5.699999999999999,4.75,625000,453000,13814.866621640713
562,Monday,40,30117,30102,Marka,Grünerløkka,1035,29560,5.699999999999999,3.65,625000,450000,11974.114363820128
563,Monday,69,30117,30103,Marka,Sagene,1035,19408,5.699999999999999,2.34,625000,461000,10209.264027304162
564,Monday,63,30117,30104,Marka,St. Hanshaugen,1035,54104,5.699999999999999,2.8,625000,430000,11484.9062369221
565,Monday,32,30117,30105,Marka,Frogner,1035,48082,5.699999999999999,5.35,625000,464000,11910.554042001106
566,Monday,60,30117,30106,Marka,Ullern,1035,38334,5.699999999999999,7.1,625000,648000,14965.82096590823
567,Monday,302,30117,30107,Marka,Vestre Aker,1035,13362,5.699999999999999,11.55,625000,688000,13793.469497941756
568,Monday,435,30117,30108,Marka,Nordre Aker,1035,42238,5.699999999999999,10.5,625000,578000,8519.576685654052
569,Monday,68,30117,30109,Marka,Bjerke,1035,22537,5.699999999999999,5.85,625000,490000,13663.67728374954
570,Monday,58,30117,30110,Marka,Grorud,1035,9297,5.699999999999999,4.37,625000,453000,18227.649433144787
571,Monday,20,30117,30111,Marka,Stovner,1035,9490,5.699999999999999,5.04,625000,489000,19874.25211791222
572,Monday,157,30117,30112,Marka,Alna,1035,31427,5.699999999999999,9.23,625000,477000,16075.418944506004
573,Monday,93,30117,30113,Marka,Østensjø,1035,12470,5.699999999999999,7.66,625000,539000,17479.493873926385
574,Monday,22,30117,30114,Marka,Nordstrand,1035,11179,5.699999999999999,11.83,625000,607000,18792.653212369238
575,Monday,15,30117,30115,Marka,Søndre Nordstrand,1035,6701,5.699999999999999,6.16,625000,539000,25045.27408775419
576,Monday,37,30117,30116,Marka,Sentrum,1035,77995,5.699999999999999,1.4,625000,335000,14076.758033316317
577,Monday,710,30117,30117,Marka,Marka,1035,793,5.699999999999999,5.699999999999999,625000,625000,0.0
578,Saturday,41555,30101,30101,Gamle Oslo,Gamle Oslo,41736,43121,4.75,4.75,453000,453000,0.0
579,Saturday,9611,30101,30102,Gamle Oslo,Grünerløkka,41736,29560,4.75,3.65,453000,450000,2143.111352411188
580,Saturday,2928,30101,30103,Gamle Oslo,Sagene,41736,19408,4.75,2.34,453000,461000,3837.4116741526727
581,Saturday,6920,30101,30104,Gamle Oslo,St. Hanshaugen,41736,54104,4.75,2.8,453000,430000,4360.828506791868
582,Saturday,4825,30101,30105,Gamle Oslo,Frogner,41736,48082,4.75,5.35,453000,464000,5157.307530520635
583,Saturday,798,30101,30106,Gamle Oslo,Ullern,41736,38334,4.75,7.1,453000,648000,5495.850695310252
584,Saturday,681,30101,30107,Gamle Oslo,Vestre Aker,41736,13362,4.75,11.55,453000,688000,9036.710976371432
585,Saturday,1641,30101,30108,Gamle Oslo,Nordre Aker,41736,42238,4.75,10.5,453000,578000,5531.682961834201
586,Saturday,1688,30101,30109,Gamle Oslo,Bjerke,41736,22537,4.75,5.85,453000,490000,4888.176111972501
587,Saturday,837,30101,30110,Gamle Oslo,Grorud,41736,9297,4.75,4.37,453000,453000,10092.272151328758
588,Saturday,994,30101,30111,Gamle Oslo,Stovner,41736,9490,4.75,5.04,453000,489000,10711.85310778364
589,Saturday,4032,30101,30112,Gamle Oslo,Alna,41736,31427,4.75,9.23,453000,477000,5709.539042453486
590,Saturday,2555,30101,30113,Gamle Oslo,Østensjø,41736,12470,4.75,7.66,453000,539000,5262.418363336425
591,Saturday,2511,30101,30114,Gamle Oslo,Nordstrand,41736,11179,4.75,11.83,453000,607000,5575.669371347049
592,Saturday,1245,30101,30115,Gamle Oslo,Søndre Nordstrand,41736,6701,4.75,6.16,453000,539000,11800.002553427605
593,Saturday,11394,30101,30116,Gamle Oslo,Sentrum,41736,77995,4.75,1.4,453000,335000,2215.570736007706
594,Saturday,30,30101,30117,Gamle Oslo,Marka,41736,793,4.75,5.699999999999999,453000,625000,13807.734657262356
595,Saturday,9876,30102,30101,Grünerløkka,Gamle Oslo,47824,43121,3.65,4.75,450000,453000,2220.5920449705786
596,Saturday,48147,30102,30102,Grünerløkka,Grünerløkka,47824,29560,3.65,3.65,450000,450000,0.0
597,Saturday,8657,30102,30103,Grünerløkka,Sagene,47824,19408,3.65,2.34,450000,461000,1943.397064075684
598,Saturday,10969,30102,30104,Grünerløkka,St. Hanshaugen,47824,54104,3.65,2.8,450000,430000,2850.3803440075603
599,Saturday,6227,30102,30105,Grünerløkka,Frogner,47824,48082,3.65,5.35,450000,464000,5414.543905645182
600,Saturday,1044,30102,30106,Grünerløkka,Ullern,47824,38334,3.65,7.1,450000,648000,6440.396647702842
601,Saturday,762,30102,30107,Grünerløkka,Vestre Aker,47824,13362,3.65,11.55,450000,688000,8350.244073659203
602,Saturday,2886,30102,30108,Grünerløkka,Nordre Aker,47824,42238,3.65,10.5,450000,578000,3637.668351757211
603,Saturday,2687,30102,30109,Grünerløkka,Bjerke,47824,22537,3.65,5.85,450000,490000,3561.389676635192
604,Saturday,756,30102,30110,Grünerløkka,Grorud,47824,9297,3.65,4.37,450000,453000,8855.066991932954
605,Saturday,668,30102,30111,Grünerløkka,Stovner,47824,9490,3.65,5.04,450000,489000,9385.06667244633
606,Saturday,2289,30102,30112,Grünerløkka,Alna,47824,31427,3.65,9.23,450000,477000,5294.072400481114
607,Saturday,1009,30102,30113,Grünerløkka,Østensjø,47824,12470,3.65,7.66,450000,539000,5730.216453285571
608,Saturday,1112,30102,30114,Grünerløkka,Nordstrand,47824,11179,3.65,11.83,450000,607000,7676.626390897345
609,Saturday,502,30102,30115,Grünerløkka,Søndre Nordstrand,47824,6701,3.65,6.16,450000,539000,14010.685702421995
610,Saturday,10896,30102,30116,Grünerløkka,Sentrum,47824,77995,3.65,1.4,450000,335000,3197.5587561714124
611,Saturday,40,30102,30117,Grünerløkka,Marka,47824,793,3.65,5.699999999999999,450000,625000,11913.720047185368
612,Saturday,3179,30103,30101,Sagene,Gamle Oslo,33852,43121,2.34,4.75,461000,453000,3796.002478906075
613,Saturday,9097,30103,30102,Sagene,Grünerløkka,33852,29560,2.34,3.65,461000,450000,1955.2502210854907
614,Saturday,26868,30103,30103,Sagene,Sagene,33852,19408,2.34,2.34,461000,461000,0.0
615,Saturday,6688,30103,30104,Sagene,St. Hanshaugen,33852,54104,2.34,2.8,461000,430000,1868.76781999271
616,Saturday,3781,30103,30105,Sagene,Frogner,33852,48082,2.34,5.35,461000,464000,4995.64957809957
617,Saturday,610,30103,30106,Sagene,Ullern,33852,38334,2.34,7.1,461000,648000,5845.2628769707735
618,Saturday,724,30103,30107,Sagene,Vestre Aker,33852,13362,2.34,11.55,461000,688000,7247.014350869352
619,Saturday,6960,30103,30108,Sagene,Nordre Aker,33852,42238,2.34,10.5,461000,578000,1884.671172251052
620,Saturday,1792,30103,30109,Sagene,Bjerke,33852,22537,2.34,5.85,461000,490000,4443.144531503803
621,Saturday,463,30103,30110,Sagene,Grorud,33852,9297,2.34,4.37,461000,453000,9007.116680899046
622,Saturday,360,30103,30111,Sagene,Stovner,33852,9490,2.34,5.04,461000,489000,10653.719365666482
623,Saturday,1234,30103,30112,Sagene,Alna,33852,31427,2.34,9.23,461000,477000,6854.8861922602655
624,Saturday,709,30103,30113,Sagene,Østensjø,33852,12470,2.34,7.66,461000,539000,7685.466674371059
625,Saturday,678,30103,30114,Sagene,Nordstrand,33852,11179,2.34,11.83,461000,607000,8773.789069634602
626,Saturday,227,30103,30115,Sagene,Søndre Nordstrand,33852,6701,2.34,6.16,461000,539000,15026.409945019564
627,Saturday,5075,30103,30116,Sagene,Sentrum,33852,77995,2.34,1.4,461000,335000,4057.89389058168
628,Saturday,112,30103,30117,Sagene,Marka,33852,793,2.34,5.699999999999999,461000,625000,10160.722867679206
629,Saturday,6588,30104,30101,St. Hanshaugen,Gamle Oslo,29966,43121,2.8,4.75,430000,453000,4532.999784039494
630,Saturday,10183,30104,30102,St. Hanshaugen,Grünerløkka,29966,29560,2.8,3.65,430000,450000,2842.3186554734016
631,Saturday,6251,30104,30103,St. Hanshaugen,Sagene,29966,19408,2.8,2.34,430000,461000,1869.3447469106911
632,Saturday,30900,30104,30104,St. Hanshaugen,St. Hanshaugen,29966,54104,2.8,2.8,430000,430000,0.0
633,Saturday,12027,30104,30105,St. Hanshaugen,Frogner,29966,48082,2.8,5.35,430000,464000,3739.417283836593
634,Saturday,1520,30104,30106,St. Hanshaugen,Ullern,29966,38334,2.8,7.1,430000,648000,4300.922129547601
635,Saturday,1962,30104,30107,St. Hanshaugen,Vestre Aker,29966,13362,2.8,11.55,430000,688000,6345.052405175703
636,Saturday,3780,30104,30108,St. Hanshaugen,Nordre Aker,29966,42238,2.8,10.5,430000,578000,3161.506711309059
637,Saturday,1186,30104,30109,St. Hanshaugen,Bjerke,29966,22537,2.8,5.85,430000,490000,6184.069986269997
638,Saturday,707,30104,30110,St. Hanshaugen,Grorud,29966,9297,2.8,4.37,430000,453000,10748.042135665237
639,Saturday,536,30104,30111,St. Hanshaugen,Stovner,29966,9490,2.8,5.04,430000,489000,12227.38532791973
640,Saturday,1547,30104,30112,St. Hanshaugen,Alna,29966,31427,2.8,9.23,430000,477000,8136.391055954514
641,Saturday,1353,30104,30113,St. Hanshaugen,Østensjø,29966,12470,2.8,7.66,430000,539000,8572.53510875897
642,Saturday,1482,30104,30114,St. Hanshaugen,Nordstrand,29966,11179,2.8,11.83,430000,607000,8787.056680460066
643,Saturday,756,30104,30115,St. Hanshaugen,Søndre Nordstrand,29966,6701,2.8,6.16,430000,539000,15015.565603553056
644,Saturday,14184,30104,30116,St. Hanshaugen,Sentrum,29966,77995,2.8,1.4,430000,335000,4047.049549115171
645,Saturday,37,30104,30117,St. Hanshaugen,Marka,29966,793,2.8,5.699999999999999,430000,625000,11515.849353025553
646,Saturday,4816,30105,30101,Frogner,Gamle Oslo,42741,43121,5.35,4.75,464000,453000,5195.065116918232
647,Saturday,5921,30105,30102,Frogner,Grünerløkka,42741,29560,5.35,3.65,464000,450000,5419.345083763808
648,Saturday,3480,30105,30103,Frogner,Sagene,42741,19408,5.35,2.34,464000,461000,4959.614120623244
649,Saturday,12748,30105,30104,Frogner,St. Hanshaugen,42741,54104,5.35,2.8,464000,430000,3732.167957476821
650,Saturday,59886,30105,30105,Frogner,Frogner,42741,48082,5.35,5.35,464000,464000,0.0
651,Saturday,6017,30105,30106,Frogner,Ullern,42741,38334,5.35,7.1,464000,648000,2583.118128023521
652,Saturday,5327,30105,30107,Frogner,Vestre Aker,42741,13362,5.35,11.55,464000,688000,5884.76641835075
653,Saturday,3879,30105,30108,Frogner,Nordre Aker,42741,42238,5.35,10.5,464000,578000,5970.97908545217
654,Saturday,908,30105,30109,Frogner,Bjerke,42741,22537,5.35,5.85,464000,490000,8761.096414560401
655,Saturday,496,30105,30110,Frogner,Grorud,42741,9297,5.35,4.37,464000,453000,13325.06856395564
656,Saturday,505,30105,30111,Frogner,Stovner,42741,9490,5.35,5.04,464000,489000,14804.411756210138
657,Saturday,1460,30105,30112,Frogner,Alna,42741,31427,5.35,9.23,464000,477000,10590.817020275608
658,Saturday,1119,30105,30113,Frogner,Østensjø,42741,12470,5.35,7.66,464000,539000,10143.696341158544
659,Saturday,1876,30105,30114,Frogner,Nordstrand,42741,11179,5.35,11.83,464000,607000,8591.144045348414
660,Saturday,618,30105,30115,Frogner,Søndre Nordstrand,42741,6701,5.35,6.16,464000,539000,14393.678169309376
661,Saturday,17195,30105,30116,Frogner,Sentrum,42741,77995,5.35,1.4,464000,335000,3268.304795878204
662,Saturday,71,30105,30117,Frogner,Marka,42741,793,5.35,5.699999999999999,464000,625000,14412.998564938223
663,Saturday,812,30106,30101,Ullern,Gamle Oslo,19164,43121,7.1,4.75,648000,453000,7538.630678145991
664,Saturday,935,30106,30102,Ullern,Grünerløkka,19164,29560,7.1,3.65,648000,450000,7668.092225214394
665,Saturday,619,30106,30103,Ullern,Sagene,19164,19408,7.1,2.34,648000,461000,6661.661197871385
666,Saturday,1596,30106,30104,Ullern,St. Hanshaugen,19164,54104,7.1,2.8,648000,430000,5680.342713904701
667,Saturday,6278,30106,30105,Ullern,Frogner,19164,48082,7.1,5.35,648000,464000,2583.118128023521
668,Saturday,22105,30106,30106,Ullern,Ullern,19164,38334,7.1,7.1,648000,648000,0.0
669,Saturday,4008,30106,30107,Ullern,Vestre Aker,19164,13362,7.1,11.55,648000,688000,4157.07874156814
670,Saturday,1032,30106,30108,Ullern,Nordre Aker,19164,42238,7.1,10.5,648000,578000,6930.446079447643
671,Saturday,226,30106,30109,Ullern,Bjerke,19164,22537,7.1,5.85,648000,490000,11009.843556010988
672,Saturday,120,30106,30110,Ullern,Grorud,19164,9297,7.1,4.37,648000,453000,15573.815705406229
673,Saturday,118,30106,30111,Ullern,Stovner,19164,9490,7.1,5.04,648000,489000,17053.158897660724
674,Saturday,372,30106,30112,Ullern,Alna,19164,31427,7.1,9.23,648000,477000,12934.382581503363
675,Saturday,254,30106,30113,Ullern,Østensjø,19164,12470,7.1,7.66,648000,539000,12487.261902386304
676,Saturday,279,30106,30114,Ullern,Nordstrand,19164,11179,7.1,11.83,648000,607000,11249.313662634668
677,Saturday,77,30106,30115,Ullern,Søndre Nordstrand,19164,6701,7.1,6.16,648000,539000,17051.847786595627
678,Saturday,2805,30106,30116,Ullern,Sentrum,19164,77995,7.1,1.4,648000,335000,5926.4744131644575
679,Saturday,70,30106,30117,Ullern,Marka,19164,793,7.1,5.699999999999999,648000,625000,14987.113271728404
680,Saturday,745,30107,30101,Vestre Aker,Gamle Oslo,27837,43121,11.55,4.75,688000,453000,9081.136063595924
681,Saturday,753,30107,30102,Vestre Aker,Grünerløkka,27837,29560,11.55,3.65,688000,450000,8322.715103578734
682,Saturday,846,30107,30103,Vestre Aker,Sagene,27837,19408,11.55,2.34,688000,461000,6588.167648021268
683,Saturday,2064,30107,30104,Vestre Aker,St. Hanshaugen,27837,54104,11.55,2.8,688000,430000,6379.24655976538
684,Saturday,5518,30107,30105,Vestre Aker,Frogner,27837,48082,11.55,5.35,688000,464000,5254.111517919711
685,Saturday,4067,30107,30106,Vestre Aker,Ullern,27837,38334,11.55,7.1,688000,648000,4138.215947358329
686,Saturday,33120,30107,30107,Vestre Aker,Vestre Aker,27837,13362,11.55,11.55,688000,688000,0.0
687,Saturday,1912,30107,30108,Vestre Aker,Nordre Aker,27837,42238,11.55,10.5,688000,578000,5814.643757323524
688,Saturday,336,30107,30109,Vestre Aker,Bjerke,27837,22537,11.55,5.85,688000,490000,10803.032090854053
689,Saturday,70,30107,30110,Vestre Aker,Grorud,27837,9297,11.55,4.37,688000,453000,15367.004240249293
690,Saturday,108,30107,30111,Vestre Aker,Stovner,27837,9490,11.55,5.04,688000,489000,17013.606925016727
691,Saturday,397,30107,30112,Vestre Aker,Alna,27837,31427,11.55,9.23,688000,477000,13214.773751610515
692,Saturday,218,30107,30113,Vestre Aker,Østensjø,27837,12470,11.55,7.66,688000,539000,14029.767287836234
693,Saturday,352,30107,30114,Vestre Aker,Nordstrand,27837,11179,11.55,11.83,688000,607000,13181.248364298615
694,Saturday,126,30107,30115,Vestre Aker,Søndre Nordstrand,27837,6701,11.55,6.16,688000,539000,19225.226605282223
695,Saturday,3226,30107,30116,Vestre Aker,Sentrum,27837,77995,11.55,1.4,688000,335000,8555.691368731888
696,Saturday,376,30107,30117,Vestre Aker,Marka,27837,793,11.55,5.699999999999999,688000,625000,13871.310949604289
697,Saturday,1689,30108,30101,Nordre Aker,Gamle Oslo,31804,43121,10.5,4.75,578000,453000,5533.163597309787
698,Saturday,3205,30108,30102,Nordre Aker,Grünerløkka,31804,29560,10.5,3.65,578000,450000,3692.4113394892015
699,Saturday,7010,30108,30103,Nordre Aker,Sagene,31804,19408,10.5,2.34,578000,461000,1927.5610029732368
700,Saturday,4045,30108,30104,Nordre Aker,St. Hanshaugen,31804,54104,10.5,2.8,578000,430000,3146.850240418258
701,Saturday,4193,30108,30105,Nordre Aker,Frogner,31804,48082,10.5,5.35,578000,464000,6338.850027181776
702,Saturday,1033,30108,30106,Nordre Aker,Ullern,31804,38334,10.5,7.1,578000,648000,6944.333803328359
703,Saturday,1831,30108,30107,Nordre Aker,Vestre Aker,31804,13362,10.5,11.55,578000,688000,5771.982335361885
704,Saturday,30774,30108,30108,Nordre Aker,Nordre Aker,31804,42238,10.5,10.5,578000,578000,0.0
705,Saturday,1772,30108,30109,Nordre Aker,Bjerke,31804,22537,10.5,5.85,578000,490000,5462.955888110144
706,Saturday,386,30108,30110,Nordre Aker,Grorud,31804,9297,10.5,4.37,578000,453000,10026.928037505386
707,Saturday,315,30108,30111,Nordre Aker,Stovner,31804,9490,10.5,5.04,578000,489000,11673.53072227282
708,Saturday,1241,30108,30112,Nordre Aker,Alna,31804,31427,10.5,9.23,578000,477000,7874.697548866604
709,Saturday,652,30108,30113,Nordre Aker,Østensjø,31804,12470,10.5,7.66,578000,539000,9278.772478286974
710,Saturday,670,30108,30114,Nordre Aker,Nordstrand,31804,11179,10.5,11.83,578000,607000,10510.950188038312
711,Saturday,140,30108,30115,Nordre Aker,Søndre Nordstrand,31804,6701,10.5,6.16,578000,539000,16763.571063423275
712,Saturday,4415,30108,30116,Nordre Aker,Sentrum,31804,77995,10.5,1.4,578000,335000,5795.055008985391
713,Saturday,428,30108,30117,Nordre Aker,Marka,31804,793,10.5,5.699999999999999,578000,625000,8513.925356751284
714,Saturday,1828,30109,30101,Bjerke,Gamle Oslo,20501,43121,5.85,4.75,490000,453000,4851.499565967582
715,Saturday,2638,30109,30102,Bjerke,Grünerløkka,20501,29560,5.85,3.65,490000,450000,3506.7370089967176
716,Saturday,1784,30109,30103,Bjerke,Sagene,20501,19408,5.85,2.34,490000,461000,4251.802098436639
717,Saturday,1349,30109,30104,Bjerke,St. Hanshaugen,20501,54104,5.85,2.8,490000,430000,6117.308045057484
