,Day,Trips,OrigCode,DestCode,Origin,Destination,OPop,DEmpl,Ourban,Durban,OInc,DInc,Distance
1001,Sunday,1725,30108,30116,Nordre Aker,Sentrum,31804,77995,10.5,1.4,578000,335000,5795.055008985391
1002,Sunday,876,30108,30117,Nordre Aker,Marka,31804,793,10.5,5.699999999999999,578000,625000,8513.925356751284
1003,Sunday,1722,30109,30101,Bjerke,Gamle Oslo,20501,43121,5.85,4.75,490000,453000,4851.499565967582
1004,Sunday,2291,30109,30102,Bjerke,Grünerløkka,20501,29560,5.85,3.65,490000,450000,3506.7370089967176
1005,Sunday,872,30109,30103,Bjerke,Sagene,20501,19408,5.85,2.34,490000,461000,4251.802098436639
1006,Sunday,679,30109,30104,Bjerke,St. Hanshaugen,20501,54104,5.85,2.8,490000,430000,6117.308045057484
1007,Sunday,630,30109,30105,Bjerke,Frogner,20501,48082,5.85,5.35,490000,464000,8167.215233799408
1008,Sunday,102,30109,30106,Bjerke,Ullern,20501,38334,5.85,7.1,490000,648000,10880.711749697526
1009,Sunday,176,30109,30107,Bjerke,Vestre Aker,20501,13362,5.85,11.55,490000,688000,10712.829077629778
1010,Sunday,1495,30109,30108,Bjerke,Nordre Aker,20501,42238,5.85,10.5,490000,578000,5497.805791366676
1011,Sunday,17617,30109,30109,Bjerke,Bjerke,20501,22537,5.85,5.85,490000,490000,0.0
1012,Sunday,1324,30109,30110,Bjerke,Grorud,20501,9297,5.85,4.37,490000,453000,5720.587625217162
1013,Sunday,1050,30109,30111,Bjerke,Stovner,20501,9490,5.85,5.04,490000,489000,7184.740074671069
1014,Sunday,4212,30109,30112,Bjerke,Alna,20501,31427,5.85,9.23,490000,477000,5205.570612814606
1015,Sunday,663,30109,30113,Bjerke,Østensjø,20501,12470,5.85,7.66,490000,539000,7087.619371894674
1016,Sunday,280,30109,30114,Bjerke,Nordstrand,20501,11179,5.85,11.83,490000,607000,9728.353117764333
1017,Sunday,184,30109,30115,Bjerke,Søndre Nordstrand,20501,6701,5.85,6.16,490000,539000,15368.0886210311
1018,Sunday,950,30109,30116,Bjerke,Sentrum,20501,77995,5.85,1.4,490000,335000,6430.349395915237
1019,Sunday,118,30109,30117,Bjerke,Marka,20501,793,5.85,5.699999999999999,490000,625000,13692.606400887784
1020,Sunday,672,30110,30101,Grorud,Gamle Oslo,17273,43121,4.37,4.75,453000,453000,8623.655710726907
1021,Sunday,575,30110,30102,Grorud,Grünerløkka,17273,29560,4.37,3.65,453000,450000,7289.907373025375
1022,Sunday,252,30110,30103,Grorud,Sagene,17273,19408,4.37,2.34,453000,461000,7230.42570426546
1023,Sunday,299,30110,30104,Grorud,St. Hanshaugen,17273,54104,4.37,2.8,453000,430000,9095.931650886305
1024,Sunday,343,30110,30105,Grorud,Frogner,17273,48082,4.37,5.35,453000,464000,12273.188723557883
1025,Sunday,48,30110,30106,Grorud,Ullern,17273,38334,4.37,7.1,453000,648000,13859.335355526344
1026,Sunday,74,30110,30107,Grorud,Vestre Aker,17273,13362,4.37,11.55,453000,688000,13691.452683458598
1027,Sunday,281,30110,30108,Grorud,Nordre Aker,17273,42238,4.37,10.5,453000,578000,8476.429397195498
1028,Sunday,1365,30110,30109,Grorud,Bjerke,17273,22537,4.37,5.85,453000,490000,4260.071165674768
1029,Sunday,13253,30110,30110,Grorud,Grorud,17273,9297,4.37,4.37,453000,453000,0.0
1030,Sunday,2935,30110,30111,Grorud,Stovner,17273,9490,4.37,5.04,453000,489000,4333.686266681789
1031,Sunday,2890,30110,30112,Grorud,Alna,17273,31427,4.37,9.23,453000,477000,8814.734585845092
1032,Sunday,250,30110,30113,Grorud,Østensjø,17273,12470,4.37,7.66,453000,539000,8809.312043613023
1033,Sunday,109,30110,30114,Grorud,Nordstrand,17273,11179,4.37,11.83,453000,607000,11805.750393209606
1034,Sunday,118,30110,30115,Grorud,Søndre Nordstrand,17273,6701,4.37,6.16,453000,539000,17353.542106626744
1035,Sunday,594,30110,30116,Grorud,Sentrum,17273,77995,4.37,1.4,453000,335000,10107.626342046797
1036,Sunday,81,30110,30117,Grorud,Marka,17273,793,4.37,5.699999999999999,453000,625000,16671.2300067166
1037,Sunday,831,30111,30101,Stovner,Gamle Oslo,19116,43121,5.04,4.75,489000,453000,10586.881448692908
1038,Sunday,424,30111,30102,Stovner,Grünerløkka,19116,29560,5.04,3.65,489000,450000,9242.11889172204
1039,Sunday,166,30111,30103,Stovner,Sagene,19116,19408,5.04,2.34,489000,461000,10239.51962852022
1040,Sunday,316,30111,30104,Stovner,St. Hanshaugen,19116,54104,5.04,2.8,489000,430000,12105.025575141062
1041,Sunday,350,30111,30105,Stovner,Frogner,19116,48082,5.04,5.35,489000,464000,13955.437619122506
1042,Sunday,64,30111,30106,Stovner,Ullern,19116,38334,5.04,7.1,489000,648000,16868.429279781103
1043,Sunday,60,30111,30107,Stovner,Vestre Aker,19116,13362,5.04,11.55,489000,688000,16700.546607713357
1044,Sunday,251,30111,30108,Stovner,Nordre Aker,19116,42238,5.04,10.5,489000,578000,11485.523321450257
1045,Sunday,1047,30111,30109,Stovner,Bjerke,19116,22537,5.04,5.85,489000,490000,6709.052225627949
1046,Sunday,2884,30111,30110,Stovner,Grorud,19116,9297,5.04,4.37,489000,453000,3712.716304162864
1047,Sunday,17154,30111,30111,Stovner,Stovner,19116,9490,5.04,5.04,489000,489000,0.0
1048,Sunday,2876,30111,30112,Stovner,Alna,19116,31427,5.04,9.23,489000,477000,10772.70074443706
1049,Sunday,270,30111,30113,Stovner,Østensjø,19116,12470,5.04,7.66,489000,539000,10991.962179424692
1050,Sunday,124,30111,30114,Stovner,Nordstrand,19116,11179,5.04,11.83,489000,607000,13988.400529021275
1051,Sunday,132,30111,30115,Stovner,Søndre Nordstrand,19116,6701,5.04,6.16,489000,539000,19536.192242438407
1052,Sunday,663,30111,30116,Stovner,Sentrum,19116,77995,5.04,1.4,489000,335000,12165.731278640567
1053,Sunday,18,30111,30117,Stovner,Marka,19116,793,5.04,5.699999999999999,489000,625000,19680.32393097136
1054,Sunday,2486,30112,30101,Alna,Gamle Oslo,30341,43121,9.23,4.75,477000,453000,6162.169629051199
1055,Sunday,1000,30112,30102,Alna,Grünerløkka,30341,29560,9.23,3.65,477000,450000,5900.396441537357
1056,Sunday,368,30112,30103,Alna,Sagene,30341,19408,9.23,2.34,477000,461000,7381.031137485456
1057,Sunday,605,30112,30104,Alna,St. Hanshaugen,30341,54104,9.23,2.8,477000,430000,8750.776785544916
1058,Sunday,570,30112,30105,Alna,Frogner,30341,48082,9.23,5.35,477000,464000,10048.405792950687
1059,Sunday,98,30112,30106,Alna,Ullern,30341,38334,9.23,7.1,477000,648000,13451.294209522308
1060,Sunday,150,30112,30107,Alna,Vestre Aker,30341,13362,9.23,11.55,477000,688000,13842.058116678594
1061,Sunday,508,30112,30108,Alna,Nordre Aker,30341,42238,9.23,10.5,477000,578000,8627.034830415494
1062,Sunday,4309,30112,30109,Alna,Bjerke,30341,22537,9.23,5.85,477000,490000,4363.448409157616
1063,Sunday,2971,30112,30110,Alna,Grorud,30341,9297,9.23,4.37,477000,453000,5366.03989645708
1064,Sunday,3028,30112,30111,Alna,Stovner,30341,9490,9.23,5.04,477000,489000,6093.400621247872
1065,Sunday,29264,30112,30112,Alna,Alna,30341,31427,9.23,9.23,477000,477000,0.0
1066,Sunday,1930,30112,30113,Alna,Østensjø,30341,12470,9.23,7.66,477000,539000,5339.961625274023
1067,Sunday,486,30112,30114,Alna,Nordstrand,30341,11179,9.23,11.83,477000,607000,9187.049789492246
1068,Sunday,455,30112,30115,Alna,Søndre Nordstrand,30341,6701,9.23,6.16,477000,539000,13884.191688287743
1069,Sunday,1204,30112,30116,Alna,Sentrum,30341,77995,9.23,1.4,477000,335000,7852.706895811375
1070,Sunday,181,30112,30117,Alna,Marka,30341,793,9.23,5.699999999999999,477000,625000,16821.835439936596
1071,Sunday,2393,30113,30101,Østensjø,Gamle Oslo,30474,43121,7.66,4.75,539000,453000,5298.810242808733
1072,Sunday,866,30113,30102,Østensjø,Grünerløkka,30474,29560,7.66,3.65,539000,450000,5739.309457199447
1073,Sunday,467,30113,30103,Østensjø,Sagene,30474,19408,7.66,2.34,539000,461000,7682.7065212751295
1074,Sunday,759,30113,30104,Østensjø,St. Hanshaugen,30474,54104,7.66,2.8,539000,430000,8589.689801207005
1075,Sunday,790,30113,30105,Østensjø,Frogner,30474,48082,7.66,5.35,539000,464000,8210.104530633964
1076,Sunday,153,30113,30106,Østensjø,Ullern,30474,38334,7.66,7.1,539000,648000,12587.934823279842
1077,Sunday,203,30113,30107,Østensjø,Vestre Aker,30474,13362,7.66,11.55,539000,688000,14089.553530858646
1078,Sunday,602,30113,30108,Østensjø,Nordre Aker,30474,42238,7.66,10.5,539000,578000,9246.791507761034
1079,Sunday,662,30113,30109,Østensjø,Bjerke,30474,22537,7.66,5.85,539000,490000,6875.590209250571
1080,Sunday,250,30113,30110,Østensjø,Grorud,30474,9297,7.66,4.37,539000,453000,10373.860829488074
1081,Sunday,302,30113,30111,Østensjø,Stovner,30474,9490,7.66,5.04,539000,489000,11101.22155427886
1082,Sunday,1961,30113,30112,Østensjø,Alna,30474,31427,7.66,9.23,539000,477000,7318.668630063553
1083,Sunday,30794,30113,30113,Østensjø,Østensjø,30474,12470,7.66,7.66,539000,539000,0.0
1084,Sunday,4272,30113,30114,Østensjø,Nordstrand,30474,11179,7.66,11.83,539000,607000,3847.088164218221
1085,Sunday,1262,30113,30115,Østensjø,Søndre Nordstrand,30474,6701,7.66,6.16,539000,539000,8544.23006301372
1086,Sunday,1275,30113,30116,Østensjø,Sentrum,30474,77995,7.66,1.4,539000,335000,6989.347509568909
1087,Sunday,123,30113,30117,Østensjø,Marka,30474,793,7.66,5.699999999999999,539000,625000,17441.592117282136
1088,Sunday,2457,30114,30101,Nordstrand,Gamle Oslo,30471,43121,11.83,4.75,607000,453000,5547.74419253047
1089,Sunday,1050,30114,30102,Nordstrand,Grünerløkka,30471,29560,11.83,3.65,607000,450000,7332.81293689462
1090,Sunday,406,30114,30103,Nordstrand,Sagene,30471,19408,11.83,2.34,607000,461000,8654.556418226486
1091,Sunday,868,30114,30104,Nordstrand,St. Hanshaugen,30471,54104,11.83,2.8,607000,430000,8528.379772529472
1092,Sunday,1264,30114,30105,Nordstrand,Frogner,30471,48082,11.83,5.35,607000,464000,9324.85879625824
1093,Sunday,199,30114,30106,Nordstrand,Ullern,30471,38334,11.83,7.1,607000,648000,9029.777763851038
1094,Sunday,349,30114,30107,Nordstrand,Vestre Aker,30471,13362,11.83,11.55,607000,688000,13204.262242109036
1095,Sunday,637,30114,30108,Nordstrand,Nordre Aker,30471,42238,11.83,10.5,607000,578000,10348.827705908012
1096,Sunday,345,30114,30109,Nordstrand,Bjerke,30471,22537,11.83,5.85,607000,490000,9666.618678170633
1097,Sunday,129,30114,30110,Nordstrand,Grorud,30471,9297,11.83,4.37,607000,453000,13600.076537236824
1098,Sunday,163,30114,30111,Nordstrand,Stovner,30471,9490,11.83,5.04,607000,489000,14327.437262027604
1099,Sunday,433,30114,30112,Nordstrand,Alna,30471,31427,11.83,9.23,607000,477000,10109.697098983614
1100,Sunday,4315,30114,30113,Nordstrand,Østensjø,30471,12470,11.83,7.66,607000,539000,3856.586982119528
1101,Sunday,35811,30114,30114,Nordstrand,Nordstrand,30471,11179,11.83,11.83,607000,607000,0.0
1102,Sunday,3768,30114,30115,Nordstrand,Søndre Nordstrand,30471,6701,11.83,6.16,607000,539000,6448.212437264256
1103,Sunday,1551,30114,30116,Nordstrand,Sentrum,30471,77995,11.83,1.4,607000,335000,5744.091039045937
1104,Sunday,47,30114,30117,Nordstrand,Marka,30471,793,11.83,5.699999999999999,607000,625000,18624.87940133616
1105,Sunday,903,30115,30101,Søndre Nordstrand,Gamle Oslo,23438,43121,6.16,4.75,539000,453000,11762.597643446326
1106,Sunday,397,30115,30102,Søndre Nordstrand,Grünerløkka,23438,29560,6.16,3.65,539000,450000,13644.911152631446
1107,Sunday,124,30115,30103,Søndre Nordstrand,Sagene,23438,19408,6.16,2.34,539000,461000,14966.654633963311
1108,Sunday,432,30115,30104,Søndre Nordstrand,St. Hanshaugen,23438,54104,6.16,2.8,539000,430000,14606.1046028818
1109,Sunday,339,30115,30105,Søndre Nordstrand,Frogner,23438,48082,6.16,5.35,539000,464000,11064.582876695413
1110,Sunday,60,30115,30106,Søndre Nordstrand,Ullern,23438,38334,6.16,7.1,539000,648000,17048.404236492068
1111,Sunday,89,30115,30107,Søndre Nordstrand,Vestre Aker,23438,13362,6.16,11.55,539000,688000,19281.98707246135
1112,Sunday,205,30115,30108,Søndre Nordstrand,Nordre Aker,23438,42238,6.16,10.5,539000,578000,16660.925921644837
1113,Sunday,162,30115,30109,Søndre Nordstrand,Bjerke,23438,22537,6.16,5.85,539000,490000,15100.323178496785
1114,Sunday,118,30115,30110,Søndre Nordstrand,Grorud,23438,9297,6.16,4.37,539000,453000,18681.644128866523
1115,Sunday,127,30115,30111,Søndre Nordstrand,Stovner,23438,9490,6.16,5.04,539000,489000,19409.00485365731
1116,Sunday,434,30115,30112,Søndre Nordstrand,Alna,23438,31427,6.16,9.23,539000,477000,15543.401599309762
1117,Sunday,1195,30115,30113,Søndre Nordstrand,Østensjø,23438,12470,6.16,7.66,539000,539000,8307.783299378447
1118,Sunday,3673,30115,30114,Søndre Nordstrand,Nordstrand,23438,11179,6.16,11.83,539000,607000,6444.17268677909
1119,Sunday,18580,30115,30115,Søndre Nordstrand,Søndre Nordstrand,23438,6701,6.16,6.16,539000,539000,0.0
1120,Sunday,939,30115,30116,Søndre Nordstrand,Sentrum,23438,77995,6.16,1.4,539000,335000,11603.62014724266
1121,Sunday,23,30115,30117,Søndre Nordstrand,Marka,23438,793,6.16,5.699999999999999,539000,625000,24936.977617072986
1122,Sunday,5999,30116,30101,Sentrum,Gamle Oslo,1264,43121,1.4,4.75,335000,453000,2196.021056448932
1123,Sunday,5165,30116,30102,Sentrum,Grünerløkka,1264,29560,1.4,3.65,335000,450000,2993.179072183307
1124,Sunday,2523,30116,30103,Sentrum,Sagene,1264,19408,1.4,2.34,335000,461000,4314.922553515174
1125,Sunday,5532,30116,30104,Sentrum,St. Hanshaugen,1264,54104,1.4,2.8,335000,430000,3965.859813042666
1126,Sunday,6918,30116,30105,Sentrum,Frogner,1264,48082,1.4,5.35,335000,464000,2751.375872424393
1127,Sunday,1241,30116,30106,Sentrum,Ullern,1264,38334,1.4,7.1,335000,648000,5963.341559716156
1128,Sunday,1581,30116,30107,Sentrum,Vestre Aker,1264,13362,1.4,11.55,335000,688000,8641.74228262223
1129,Sunday,2108,30116,30108,Sentrum,Nordre Aker,1264,42238,1.4,10.5,335000,578000,6009.193841196701
1130,Sunday,1268,30116,30109,Sentrum,Bjerke,1264,22537,1.4,5.85,335000,490000,6495.904862888602
1131,Sunday,842,30116,30110,Sentrum,Grorud,1264,9297,1.4,4.37,335000,453000,11599.14932178206
1132,Sunday,984,30116,30111,Sentrum,Stovner,1264,9490,1.4,5.04,335000,489000,12319.58185869974
1133,Sunday,1600,30116,30112,Sentrum,Alna,1264,31427,1.4,9.23,335000,477000,7380.526629654887
1134,Sunday,1613,30116,30113,Sentrum,Østensjø,1264,12470,1.4,7.66,335000,539000,6933.4059505378245
1135,Sunday,1984,30116,30114,Sentrum,Nordstrand,1264,11179,1.4,11.83,335000,607000,5752.466538303741
1136,Sunday,1269,30116,30115,Sentrum,Søndre Nordstrand,1264,6701,1.4,6.16,335000,539000,11870.657229617387
1137,Sunday,11226,30116,30116,Sentrum,Sentrum,1264,77995,1.4,1.4,335000,335000,0.0
1138,Sunday,32,30116,30117,Sentrum,Marka,1264,793,1.4,5.699999999999999,335000,625000,14285.245536624858
1139,Sunday,49,30117,30101,Marka,Gamle Oslo,1035,43121,5.699999999999999,4.75,625000,453000,13814.866621640713
1140,Sunday,180,30117,30102,Marka,Grünerløkka,1035,29560,5.699999999999999,3.65,625000,450000,11974.114363820128
1141,Sunday,245,30117,30103,Marka,Sagene,1035,19408,5.699999999999999,2.34,625000,461000,10209.264027304162
1142,Sunday,135,30117,30104,Marka,St. Hanshaugen,1035,54104,5.699999999999999,2.8,625000,430000,11484.9062369221
1143,Sunday,164,30117,30105,Marka,Frogner,1035,48082,5.699999999999999,5.35,625000,464000,11910.554042001106
1144,Sunday,123,30117,30106,Marka,Ullern,1035,38334,5.699999999999999,7.1,625000,648000,14965.82096590823
1145,Sunday,709,30117,30107,Marka,Vestre Aker,1035,13362,5.699999999999999,11.55,625000,688000,13793.469497941756
1146,Sunday,949,30117,30108,Marka,Nordre Aker,1035,42238,5.699999999999999,10.5,625000,578000,8519.576685654052
1147,Sunday,100,30117,30109,Marka,Bjerke,1035,22537,5.699999999999999,5.85,625000,490000,13663.67728374954
1148,Sunday,59,30117,30110,Marka,Grorud,1035,9297,5.699999999999999,4.37,625000,453000,18227.649433144787
1149,Sunday,19,30117,30111,Marka,Stovner,1035,9490,5.699999999999999,5.04,625000,489000,19874.25211791222
1150,Sunday,186,30117,30112,Marka,Alna,1035,31427,5.699999999999999,9.23,625000,477000,16075.418944506004
1151,Sunday,126,30117,30113,Marka,Østensjø,1035,12470,5.699999999999999,7.66,625000,539000,17479.493873926385
1152,Sunday,32,30117,30114,Marka,Nordstrand,1035,11179,5.699999999999999,11.83,625000,607000,18792.653212369238
1153,Sunday,9,30117,30115,Marka,Søndre Nordstrand,1035,6701,5.699999999999999,6.16,625000,539000,25045.27408775419
1154,Sunday,19,30117,30116,Marka,Sentrum,1035,77995,5.699999999999999,1.4,625000,335000,14076.758033316317
1155,Sunday,2004,30117,30117,Marka,Marka,1035,793,5.699999999999999,5.699999999999999,625000,625000,0.0
1156,Thursday,51822,30101,30101,Gamle Oslo,Gamle Oslo,41736,43121,4.75,4.75,453000,453000,0.0
1157,Thursday,11729,30101,30102,Gamle Oslo,Grünerløkka,41736,29560,4.75,3.65,453000,450000,2143.111352411188
1158,Thursday,4019,30101,30103,Gamle Oslo,Sagene,41736,19408,4.75,2.34,453000,461000,3837.4116741526727
1159,Thursday,8515,30101,30104,Gamle Oslo,St. Hanshaugen,41736,54104,4.75,2.8,453000,430000,4360.828506791868
1160,Thursday,6612,30101,30105,Gamle Oslo,Frogner,41736,48082,4.75,5.35,453000,464000,5157.307530520635
1161,Thursday,2541,30101,30106,Gamle Oslo,Ullern,41736,38334,4.75,7.1,453000,648000,5495.850695310252
1162,Thursday,1991,30101,30107,Gamle Oslo,Vestre Aker,41736,13362,4.75,11.55,453000,688000,9036.710976371432
1163,Thursday,5112,30101,30108,Gamle Oslo,Nordre Aker,41736,42238,4.75,10.5,453000,578000,5531.682961834201
1164,Thursday,3408,30101,30109,Gamle Oslo,Bjerke,41736,22537,4.75,5.85,453000,490000,4888.176111972501
1165,Thursday,1423,30101,30110,Gamle Oslo,Grorud,41736,9297,4.75,4.37,453000,453000,10092.272151328758
1166,Thursday,1706,30101,30111,Gamle Oslo,Stovner,41736,9490,4.75,5.04,453000,489000,10711.85310778364
1167,Thursday,5845,30101,30112,Gamle Oslo,Alna,41736,31427,4.75,9.23,453000,477000,5709.539042453486
1168,Thursday,4330,30101,30113,Gamle Oslo,Østensjø,41736,12470,4.75,7.66,453000,539000,5262.418363336425
1169,Thursday,4493,30101,30114,Gamle Oslo,Nordstrand,41736,11179,4.75,11.83,453000,607000,5575.669371347049
1170,Thursday,2007,30101,30115,Gamle Oslo,Søndre Nordstrand,41736,6701,4.75,6.16,453000,539000,11800.002553427605
1171,Thursday,11723,30101,30116,Gamle Oslo,Sentrum,41736,77995,4.75,1.4,453000,335000,2215.570736007706
1172,Thursday,38,30101,30117,Gamle Oslo,Marka,41736,793,4.75,5.699999999999999,453000,625000,13807.734657262356
1173,Thursday,12140,30102,30101,Grünerløkka,Gamle Oslo,47824,43121,3.65,4.75,450000,453000,2220.5920449705786
1174,Thursday,52487,30102,30102,Grünerløkka,Grünerløkka,47824,29560,3.65,3.65,450000,450000,0.0
1175,Thursday,9287,30102,30103,Grünerløkka,Sagene,47824,19408,3.65,2.34,450000,461000,1943.397064075684
1176,Thursday,11127,30102,30104,Grünerløkka,St. Hanshaugen,47824,54104,3.65,2.8,450000,430000,2850.3803440075603
1177,Thursday,6620,30102,30105,Grünerløkka,Frogner,47824,48082,3.65,5.35,450000,464000,5414.543905645182
1178,Thursday,2039,30102,30106,Grünerløkka,Ullern,47824,38334,3.65,7.1,450000,648000,6440.396647702842
1179,Thursday,1791,30102,30107,Grünerløkka,Vestre Aker,47824,13362,3.65,11.55,450000,688000,8350.244073659203
1180,Thursday,6921,30102,30108,Grünerløkka,Nordre Aker,47824,42238,3.65,10.5,450000,578000,3637.668351757211
1181,Thursday,4478,30102,30109,Grünerløkka,Bjerke,47824,22537,3.65,5.85,450000,490000,3561.389676635192
1182,Thursday,1302,30102,30110,Grünerløkka,Grorud,47824,9297,3.65,4.37,450000,453000,8855.066991932954
1183,Thursday,1115,30102,30111,Grünerløkka,Stovner,47824,9490,3.65,5.04,450000,489000,9385.06667244633
1184,Thursday,2988,30102,30112,Grünerløkka,Alna,47824,31427,3.65,9.23,450000,477000,5294.072400481114
1185,Thursday,1836,30102,30113,Grünerløkka,Østensjø,47824,12470,3.65,7.66,450000,539000,5730.216453285571
1186,Thursday,1866,30102,30114,Grünerløkka,Nordstrand,47824,11179,3.65,11.83,450000,607000,7676.626390897345
1187,Thursday,813,30102,30115,Grünerløkka,Søndre Nordstrand,47824,6701,3.65,6.16,450000,539000,14010.685702421995
1188,Thursday,9516,30102,30116,Grünerløkka,Sentrum,47824,77995,3.65,1.4,450000,335000,3197.5587561714124
1189,Thursday,42,30102,30117,Grünerløkka,Marka,47824,793,3.65,5.699999999999999,450000,625000,11913.720047185368
1190,Thursday,4237,30103,30101,Sagene,Gamle Oslo,33852,43121,2.34,4.75,461000,453000,3796.002478906075
1191,Thursday,9445,30103,30102,Sagene,Grünerløkka,33852,29560,2.34,3.65,461000,450000,1955.2502210854907
1192,Thursday,27804,30103,30103,Sagene,Sagene,33852,19408,2.34,2.34,461000,461000,0.0
1193,Thursday,7703,30103,30104,Sagene,St. Hanshaugen,33852,54104,2.34,2.8,461000,430000,1868.76781999271
1194,Thursday,4154,30103,30105,Sagene,Frogner,33852,48082,2.34,5.35,461000,464000,4995.64957809957
1195,Thursday,1661,30103,30106,Sagene,Ullern,33852,38334,2.34,7.1,461000,648000,5845.2628769707735
1196,Thursday,1553,30103,30107,Sagene,Vestre Aker,33852,13362,2.34,11.55,461000,688000,7247.014350869352
1197,Thursday,10298,30103,30108,Sagene,Nordre Aker,33852,42238,2.34,10.5,461000,578000,1884.671172251052
1198,Thursday,2062,30103,30109,Sagene,Bjerke,33852,22537,2.34,5.85,461000,490000,4443.144531503803
1199,Thursday,640,30103,30110,Sagene,Grorud,33852,9297,2.34,4.37,461000,453000,9007.116680899046
1200,Thursday,426,30103,30111,Sagene,Stovner,33852,9490,2.34,5.04,461000,489000,10653.719365666482
1201,Thursday,1466,30103,30112,Sagene,Alna,33852,31427,2.34,9.23,461000,477000,6854.8861922602655
1202,Thursday,801,30103,30113,Sagene,Østensjø,33852,12470,2.34,7.66,461000,539000,7685.466674371059
1203,Thursday,873,30103,30114,Sagene,Nordstrand,33852,11179,2.34,11.83,461000,607000,8773.789069634602
1204,Thursday,356,30103,30115,Sagene,Søndre Nordstrand,33852,6701,2.34,6.16,461000,539000,15026.409945019564
1205,Thursday,5107,30103,30116,Sagene,Sentrum,33852,77995,2.34,1.4,461000,335000,4057.89389058168
1206,Thursday,85,30103,30117,Sagene,Marka,33852,793,2.34,5.699999999999999,461000,625000,10160.722867679206
1207,Thursday,8442,30104,30101,St. Hanshaugen,Gamle Oslo,29966,43121,2.8,4.75,430000,453000,4532.999784039494
1208,Thursday,11200,30104,30102,St. Hanshaugen,Grünerløkka,29966,29560,2.8,3.65,430000,450000,2842.3186554734016
1209,Thursday,7842,30104,30103,St. Hanshaugen,Sagene,29966,19408,2.8,2.34,430000,461000,1869.3447469106911
1210,Thursday,35309,30104,30104,St. Hanshaugen,St. Hanshaugen,29966,54104,2.8,2.8,430000,430000,0.0
1211,Thursday,12822,30104,30105,St. Hanshaugen,Frogner,29966,48082,2.8,5.35,430000,464000,3739.417283836593
1212,Thursday,3094,30104,30106,St. Hanshaugen,Ullern,29966,38334,2.8,7.1,430000,648000,4300.922129547601
1213,Thursday,3778,30104,30107,St. Hanshaugen,Vestre Aker,29966,13362,2.8,11.55,430000,688000,6345.052405175703
1214,Thursday,8925,30104,30108,St. Hanshaugen,Nordre Aker,29966,42238,2.8,10.5,430000,578000,3161.506711309059
1215,Thursday,2166,30104,30109,St. Hanshaugen,Bjerke,29966,22537,2.8,5.85,430000,490000,6184.069986269997
1216,Thursday,1063,30104,30110,St. Hanshaugen,Grorud,29966,9297,2.8,4.37,430000,453000,10748.042135665237
1217,Thursday,946,30104,30111,St. Hanshaugen,Stovner,29966,9490,2.8,5.04,430000,489000,12227.38532791973
1218,Thursday,2300,30104,30112,St. Hanshaugen,Alna,29966,31427,2.8,9.23,430000,477000,8136.391055954514
1219,Thursday,2568,30104,30113,St. Hanshaugen,Østensjø,29966,12470,2.8,7.66,430000,539000,8572.53510875897
1220,Thursday,2795,30104,30114,St. Hanshaugen,Nordstrand,29966,11179,2.8,11.83,430000,607000,8787.056680460066
1221,Thursday,1435,30104,30115,St. Hanshaugen,Søndre Nordstrand,29966,6701,2.8,6.16,430000,539000,15015.565603553056
1222,Thursday,12896,30104,30116,St. Hanshaugen,Sentrum,29966,77995,2.8,1.4,430000,335000,4047.049549115171
1223,Thursday,87,30104,30117,St. Hanshaugen,Marka,29966,793,2.8,5.699999999999999,430000,625000,11515.849353025553
1224,Thursday,6624,30105,30101,Frogner,Gamle Oslo,42741,43121,5.35,4.75,464000,453000,5195.065116918232
1225,Thursday,6305,30105,30102,Frogner,Grünerløkka,42741,29560,5.35,3.65,464000,450000,5419.345083763808
1226,Thursday,4180,30105,30103,Frogner,Sagene,42741,19408,5.35,2.34,464000,461000,4959.614120623244
1227,Thursday,12789,30105,30104,Frogner,St. Hanshaugen,42741,54104,5.35,2.8,464000,430000,3732.167957476821
1228,Thursday,61996,30105,30105,Frogner,Frogner,42741,48082,5.35,5.35,464000,464000,0.0
1229,Thursday,8782,30105,30106,Frogner,Ullern,42741,38334,5.35,7.1,464000,648000,2583.118128023521
1230,Thursday,7965,30105,30107,Frogner,Vestre Aker,42741,13362,5.35,11.55,464000,688000,5884.76641835075
1231,Thursday,8702,30105,30108,Frogner,Nordre Aker,42741,42238,5.35,10.5,464000,578000,5970.97908545217
1232,Thursday,1883,30105,30109,Frogner,Bjerke,42741,22537,5.35,5.85,464000,490000,8761.096414560401
1233,Thursday,858,30105,30110,Frogner,Grorud,42741,9297,5.35,4.37,464000,453000,13325.06856395564
1234,Thursday,883,30105,30111,Frogner,Stovner,42741,9490,5.35,5.04,464000,489000,14804.411756210138
1235,Thursday,1985,30105,30112,Frogner,Alna,42741,31427,5.35,9.23,464000,477000,10590.817020275608
1236,Thursday,1961,30105,30113,Frogner,Østensjø,42741,12470,5.35,7.66,464000,539000,10143.696341158544
1237,Thursday,2783,30105,30114,Frogner,Nordstrand,42741,11179,5.35,11.83,464000,607000,8591.144045348414
1238,Thursday,1016,30105,30115,Frogner,Søndre Nordstrand,42741,6701,5.35,6.16,464000,539000,14393.678169309376
1239,Thursday,15158,30105,30116,Frogner,Sentrum,42741,77995,5.35,1.4,464000,335000,3268.304795878204
1240,Thursday,40,30105,30117,Frogner,Marka,42741,793,5.35,5.699999999999999,464000,625000,14412.998564938223
