,fid,bydelsnr,bynavn,geometry
0,1.0,030101,Oslo,"POLYGON ((257239.610016986 6646410.66006039, 257463.220016859 6646529.50006072, 258655.810016196 6647163.2900625, 259454.780015768 6647619.25006366, 259472.280015759 6647628.37006369, 259817.600015577 6647808.30006418, 259909.01001553 6647863.33006431, 259972.690015501 6648000.1500644, 259985.470015498 6648118.61006441, 260100.070015437 6648130.24006458, 260266.940015348 6648153.32006482, 260422.160015266 6648180.11006504, 260480.280015235 6648190.14006513, 260689.460015125 6648214.39006543, 260932.980014998 6648251.46006578, 260972.370014978 6648256.18006583, 261039.780014942 6648232.71006593, 261591.470014649 6648056.97006674, 262012.90001443 6647918.23006735, 262137.190014366 6647881.82006752, 262494.750014203 6648294.97006799, 262562.760014172 6648378.78006808, 262592.01001416 6648452.14006812, 262618.330014149 6648501.62006815, 262638.540014141 6648558.10006818, 262662.860014131 6648623.4900682, 262691.94001412 6648713.58006824, 262693.98001412 6648722.63006824, 262696.880014119 6648735.45006824, 262701.260014117 6648754.19006825, 262703.900014117 6648783.98006825, 262714.860014112 6648807.00006826, 262758.670014095 6648911.54006832, 262786.940014083 6648972.43006835, 262801.990014077 6649006.85006837, 262828.250014066 6649071.6000684, 262831.730014065 6649087.24006841, 262833.900014065 6649099.08006841, 262835.920014064 6649112.92006841, 262840.790014062 6649141.67006841, 262843.200014063 6649166.84006841, 262848.250014061 6649184.49006842, 262851.570014059 6649197.67006842, 262855.970014058 6649211.12006843, 262863.390014055 6649227.91006844, 262869.590014052 6649241.96006845, 262880.470014048 6649263.09006846, 262930.360014027 6649358.89006852, 262911.480014036 6649366.80006849, 262888.800014048 6649375.24006846, 262903.370014042 6649408.58006848, 262921.250014034 6649448.2700685, 262940.550014026 6649480.70006853, 262953.36001402 6649498.10006854, 262973.840014011 6649521.58006857, 262989.690014004 6649540.97006859, 263000.000014 6649558.4100686, 263015.970013993 6649591.20006862, 263027.650013988 6649613.78006864, 263039.420013983 6649637.82006865, 263051.100013978 6649660.41006867, 263062.290013973 6649675.74006868, 263073.700013968 6649687.5300687, 263091.43001396 6649702.43006872, 263102.940013955 6649711.17006873, 263107.090013953 6649715.70006874, 263114.85001395 6649737.38006875, 263116.10001395 6649745.78006875, 263116.780013949 6649751.02006875, 263105.880013956 6649774.29006874, 263093.120013962 6649791.51006872, 263075.290013972 6649808.43006869, 263054.790013982 6649823.02006866, 263034.960013992 6649828.72006863, 263014.980014002 6649831.90006861, 262985.520014017 6649844.53006856, 262977.720014021 6649850.71006855, 262992.310014014 6649865.12006857, 263018.690014002 6649880.68006861, 263037.930013993 6649889.29006863, 263118.960013955 6649926.69006874, 263172.860013925 6649818.79006882, 263187.690013918 6649833.82006884, 263202.950013911 6649847.24006886, 263220.580013903 6649863.72006889, 263235.790013896 6649875.42006891, 263278.450013877 6649910.22006896, 263297.680013868 6649927.78006899, 263307.630013862 6649907.410069, 263356.020013836 6649815.86006908, 263383.550013821 6649762.26006912, 263442.110013789 6649670.4000692, 263472.370013773 6649620.52006925, 263549.220013732 6649512.29006936, 263641.93001369 6649583.13006948, 263705.340013661 6649631.89006957, 263712.440013658 6649638.13006958, 263720.990013654 6649644.97006959, 263727.340013652 6649650.56006959, 263734.060013649 6649656.19006961, 263740.070013646 6649662.41006961, 263742.910013645 6649667.87006962, 263744.400013644 6649674.46006962, 263747.740013643 6649680.39006962, 263752.120013641 6649686.12006963, 263756.880013639 6649697.84006963, 263806.350013619 6649798.73006969, 263811.220013617 6649809.5900697, 263818.730013614 6649817.12006971, 263823.980013611 6649820.80006971, 263831.220013608 6649824.34006973, 263838.340013605 6649825.88006973, 263846.520013601 6649828.36006975, 263855.510013597 6649827.78006976, 263862.430013593 6649826.33006977, 263866.420013591 6649826.07006978, 263877.810013586 6649824.77006979, 263879.520013585 6649813.03006979, 263881.730013584 6649803.7200698, 263885.220013581 6649792.2200698, 263919.10001356 6649645.91006986, 263939.700013547 6649548.69006989, 263944.270013544 6649526.3400699, 263959.940013537 6649530.84006992, 263972.850013531 6649534.24006994, 263994.190013521 6649537.44006997, 264033.470013503 6649540.83007002, 264053.620013493 6649543.33007005, 264070.860013485 6649545.87007007, 264084.080013479 6649549.38007009, 264094.320013474 6649552.7200701, 264102.620013471 6649557.20007011, 264112.060013467 6649563.60007013, 264121.630013462 6649572.01007014, 264129.680013459 6649583.65007015, 264134.450013457 6649592.15007016, 264138.250013455 6649601.77007016, 264142.770013454 6649611.70007016, 264145.220013453 6649622.46007016, 264159.250013446 6649615.92007019, 264175.090013439 6649610.32007021, 264192.12001343 6649606.76007023, 264206.860013423 6649605.81007025, 264219.630013417 6649607.11007027, 264230.390013413 6649609.94007028, 264239.790013408 6649613.55007029, 264257.5100134 6649620.51007032, 264251.560013404 6649643.81007031, 264242.320013409 6649671.45007029, 264236.690013412 6649692.85007029, 264232.660013415 6649708.15007028, 264230.860013416 6649721.51007027, 264241.920013411 6649723.61007029, 264373.340013352 6649793.71007046, 264420.440013331 6649818.85007052, 264539.430013277 6649860.82007068, 264549.960013272 6649865.41007069, 264724.910013194 6649925.82007092, 264930.810013102 6650000.35007119, 265085.920013033 6650055.85007139, 265171.090012995 6650085.77007151, 265212.130012977 6650100.20007156, 265247.800012961 6650112.34007161, 265282.440012946 6650124.90007165, 265325.000012928 6650140.1200717, 265340.530012921 6650145.81007172, 265470.010012863 6650164.5800719, 265538.270012833 6650173.89007198, 265594.000012808 6650180.16007206, 265609.290012801 6650182.34007207, 265625.970012794 6650184.0800721, 265677.040012772 6650189.23007217, 265676.910012772 6650208.97007216, 265682.60001277 6650209.66007217, 265698.620012763 6650212.15007219, 265719.380012754 6650217.15007222, 265727.800012744 6650043.35007224, 265730.200012741 6649972.02007225, 265730.25001274 6649950.03007225, 265731.250012739 6649932.70007225, 265731.340012739 6649923.18007225, 265732.870012737 6649903.35007225, 265732.900012737 6649898.41007226, 265733.870012737 6649891.65007226, 265734.660012736 6649882.09007226, 265735.220012735 6649869.02007226, 265736.060012735 6649860.15007226, 265736.310012734 6649853.08007227, 265737.670012734 6649847.00007227, 265738.560012733 6649838.84007227, 265740.750012732 6649829.19007227, 265742.200012731 6649818.87007227, 265744.690012729 6649808.49007228, 265746.420012728 6649802.39007228, 265747.850012727 6649797.36007228, 265748.760012727 6649794.19007228, 265749.740012726 6649788.43007229, 265752.140012725 6649781.93007229, 265756.130012723 6649772.8700723, 265761.33001272 6649760.5500723, 265766.320012718 6649750.71007231, 265771.060012715 6649742.29007232, 265777.050012712 6649731.34007232, 265782.810012709 6649722.16007233, 265788.620012707 6649714.03007234, 265795.070012704 6649704.80007235, 265799.550012701 6649697.82007236, 265805.530012698 6649689.86007237, 265812.990012695 6649682.15007237, 265821.620012691 6649673.84007239, 265830.800012686 6649663.3700724, 265838.080012683 6649655.86007241, 265847.660012678 6649646.08007242, 265853.680012675 6649641.11007243, 265857.640012674 6649636.97007244, 265874.550012666 6649620.29007246, 265853.380012675 6649608.40007243, 265836.490012682 6649597.87007241, 265820.980012688 6649586.90007239, 265807.300012694 6649576.86007238, 265796.200012699 6649568.76007236, 265779.900012705 6649556.43007234, 265766.430012711 6649544.26007232, 265746.010012719 6649526.6800723, 265762.520012712 6649510.85007232, 265798.780012694 6649458.51007237, 265841.580012673 6649399.45007243, 265888.76001265 6649334.3400725, 265931.24001263 6649275.71007256, 265975.040012608 6649215.27007262, 266004.150012594 6649174.48007266, 265980.850012602 6649089.80007263, 265963.000012608 6649030.81007261, 265939.810012616 6648951.13007259, 265929.120012619 6648909.73007258, 265915.490012623 6648867.01007256, 265928.620012617 6648846.77007259, 265939.080012612 6648823.1900726, 265961.4100126 6648765.36007263, 265967.590012597 6648751.93007264, 265976.160012593 6648737.28007265, 265993.570012584 6648713.11007268, 266013.850012575 6648693.6200727, 266038.100012564 6648673.15007274, 266055.960012555 6648654.96007276, 266071.840012548 6648636.65007278, 266095.050012536 6648603.44007282, 266109.700012529 6648579.24007284, 266124.410012522 6648549.98007286, 266116.120012525 6648547.82007285, 266108.880012529 6648546.08007284, 266105.74001253 6648545.32007284, 266094.770012534 6648542.20007282, 266084.970012539 6648540.33007281, 265970.600012588 6648513.13007266, 265877.890012628 6648490.08007254, 265788.310012667 6648468.80007243, 265726.140012694 6648452.77007235, 265654.910012725 6648436.32007226, 265591.800012752 6648421.36007218, 265515.390012786 6648402.25007208, 265494.040012795 6648397.61007205, 265466.640012807 6648392.37007201, 265444.350012817 6648388.80007198, 265411.020012832 6648384.93007194, 265376.690012847 6648381.1300719, 265341.430012863 6648378.39007185, 265333.080012866 6648357.88007184, 265327.380012868 6648347.22007183, 265317.630012872 6648335.83007182, 265304.420012877 6648322.1400718, 265290.770012883 6648307.18007179, 265289.310012883 6648300.93007179, 265288.320012884 6648296.41007178, 265288.520012883 6648288.62007179, 265288.560012883 6648278.43007179, 265279.570012887 6648274.16007178, 265250.450012899 6648258.00007174, 265233.780012907 6648248.05007172, 265218.220012913 6648240.0400717, 265194.420012924 6648228.55007167, 265175.610012932 6648216.74007164, 265165.180012936 6648210.40007163, 265160.930012938 6648206.66007162, 265155.81001294 6648204.99007162, 265151.750012942 6648204.25007161, 265146.760012944 6648204.57007161, 265142.830012946 6648205.8300716, 265134.29001295 6648208.78007159, 265130.730012952 6648208.30007158, 265125.820012954 6648208.61007158, 265122.480012955 6648206.01007157, 265118.220012957 6648205.59007157, 265114.250012959 6648204.08007156, 265111.68001296 6648202.48007156, 265108.360012962 6648200.23007155, 265102.870012964 6648197.07007155, 265094.440012968 6648191.97007154, 265139.440012944 6648108.7200716, 265115.630012954 6648072.90007157, 265063.590012976 6648025.52007151, 265050.130012982 6648012.35007149, 265038.320012987 6648001.41007148, 265015.270012997 6647986.69007145, 265000.680013003 6647979.17007143, 264965.250013019 6647965.26007138, 264955.470013023 6647961.30007137, 264946.080013027 6647957.68007136, 264934.080013032 6647952.11007134, 264922.540013037 6647947.93007133, 264841.830013073 6647926.38007122, 264819.970013083 6647920.75007119, 264697.240013138 6647886.26007103, 264694.46001314 6647885.74007103, 264682.330013145 6647884.56007101, 264656.750013156 6647881.43007098, 264611.560013177 6647880.36007092, 264530.340013215 6647880.38007081, 264533.050013211 6647816.00007082, 264510.570013221 6647811.83007079, 264461.080013244 6647804.10007072, 264430.440013258 6647800.43007068, 264392.360013275 6647794.79007063, 264341.540013299 6647788.20007056, 264307.340013315 6647782.66007052, 264226.910013351 6647770.59007041, 264212.900013358 6647771.85007039, 264184.920013371 6647775.06007035, 264165.28001338 6647776.69007033, 264148.860013388 6647778.8100703, 264133.820013395 6647780.48007028, 264112.460013405 6647782.57007026, 264090.050013416 6647784.73007022, 264068.340013426 6647786.84007019, 264042.780013438 6647789.56007016, 264024.900013447 6647790.71007014, 264000.530013459 6647806.0400701, 263968.000013475 6647826.12007005, 263947.140013485 6647835.93007003, 263954.930013481 6647850.91007003, 263937.32001349 6647854.83007001, 263922.470013497 6647857.80006999, 263910.610013503 6647860.58006998, 263895.77001351 6647863.54006995, 263887.030013514 6647865.55006994, 263872.010013521 6647868.08006992, 263858.160013528 6647870.9900699, 263846.320013533 6647873.76006989, 263835.400013539 6647875.47006987, 263819.560013546 6647878.51006985, 263795.150013558 6647881.67006981, 263779.950013565 6647878.8300698, 263754.830013577 6647882.91006976, 263719.650013594 6647889.40006971, 263667.040013619 6647898.79006964, 263602.030013651 6647909.59006955, 263568.290013667 6647914.77006951, 263525.240013688 6647923.83006945, 263474.210013713 6647935.94006938, 263436.570013731 6647936.97006932, 263386.260013755 6647938.12006925, 263338.050013778 6647939.13006919, 263298.150013797 6647937.84006913, 263239.870013825 6647935.62006905, 263182.360013852 6647918.20006897, 263138.870013873 6647905.15006892, 263097.960013892 6647893.71006886, 263068.360013906 6647866.38006882, 263044.450013917 6647845.37006879, 263013.020013931 6647817.17006875, 263010.280013932 6647809.67006875, 263012.590013931 6647799.79006875, 263006.220013934 6647798.23006874, 263001.350013936 6647785.08006874, 263005.150013934 6647783.78006874, 262998.970013936 6647766.77006873, 262979.630013946 6647772.96006871, 262947.770013959 6647718.44006867, 262936.250013964 6647698.38006865, 262916.120013972 6647637.67006863, 262910.460013974 6647621.12006862, 262909.290013974 6647617.23006862, 262901.960013977 6647593.07006862, 262893.14001398 6647565.6800686, 262890.780013981 6647559.7100686, 262881.400013985 6647531.37006859, 262866.67001399 6647467.14006858, 262854.820013994 6647414.69006856, 262841.180013999 6647367.30006855, 262825.520014005 6647315.80006853, 262840.590013993 6647216.52006856, 262857.950013983 6647147.03006859, 262800.87001401 6647125.34006851, 262781.040014019 6647118.52006848, 262777.790014021 6647128.24006848, 262760.310014032 6647184.70006845, 262741.990014042 6647233.81006842, 262721.260014054 6647283.77006839, 262701.950014065 6647323.08006836, 262675.73001408 6647380.80006832, 262661.970014088 6647416.12006829, 262651.910014094 6647442.96006828, 262621.550014109 6647437.47006824, 262616.780014111 6647436.72006823, 262612.900014113 6647435.85006822, 262610.090014115 6647443.41006822, 262605.860014117 6647443.84006821, 262601.460014119 6647443.03006821, 262597.850014121 6647442.4800682, 262593.500014123 6647442.0700682, 262590.280014124 6647441.43006819, 262585.290014127 6647440.37006818, 262580.960014129 6647439.76006818, 262577.680014131 6647439.27006817, 262573.730014133 6647438.23006817, 262569.880014134 6647437.11006816, 262565.350014137 6647435.68006816, 262562.630014138 6647434.73006815, 262559.910014139 6647433.53006815, 262557.28001414 6647432.37006815, 262553.500014142 6647430.87006814, 262549.820014144 6647429.69006814, 262546.120014146 6647428.30006813, 262543.300014147 6647427.49006813, 262539.780014149 6647426.48006812, 262536.080014151 6647425.52006812, 262532.780014152 6647424.01006811, 262527.780014155 6647422.48006811, 262523.470014157 6647420.1300681, 262518.710014159 6647418.40006809, 262514.750014161 6647416.99006809, 262509.930014163 6647414.90006808, 262505.750014165 6647413.47006808, 262502.320014167 6647411.97006807, 262497.250014169 6647409.30006806, 262491.790014172 6647408.13006806, 262487.500014174 6647408.25006805, 262483.590014176 6647408.98006805, 262480.260014178 6647409.01006804, 262477.120014179 6647408.44006804, 262471.910014182 6647408.08006803, 262468.670014184 6647408.83006803, 262465.630014185 6647409.21006802, 262460.130014188 6647410.26006801, 262455.28001419 6647410.80006801, 262452.000014192 6647411.620068, 262263.450014283 6647344.13006774, 262368.550014214 6646890.26006792, 261823.490014474 6646519.75006718, 261505.360014623 6646169.93006676, 261297.670014721 6645947.00006648, 261129.080014801 6645766.03006625, 260900.730014909 6645500.33006594, 260846.710014935 6645437.48006587, 260388.780015176 6645440.07006521, 258753.60001607 6645449.42006278, 257243.850016983 6646407.98006039, 257239.610016986 6646410.66006039))"
1,2.0,030102,Oslo,"POLYGON ((262654.140014169 6649525.62006812, 262698.000014148 6649552.94006818, 262760.910014118 6649594.32006827, 262789.730014105 6649614.30006831, 262798.570014101 6649620.43006832, 262810.420014095 6649629.18006833, 262822.58001409 6649642.83006835, 262844.31001408 6649668.22006838, 262774.930014117 6649756.87006828, 262712.760014151 6649846.88006818, 262664.180014178 6649913.12006811, 262647.280014187 6649929.71006808, 262639.130014191 6649939.76006807, 262631.670014195 6649949.76006806, 262612.200014206 6649975.69006803, 262605.41001421 6649984.94006803, 262576.090014226 6650027.36006798, 262570.130014229 6650033.39006797, 262563.650014232 6650036.63006796, 262551.850014238 6650039.51006794, 262472.410014279 6650062.65006783, 262366.360014333 6650096.56006768, 262379.080014327 6650103.1900677, 262394.980014319 6650120.77006772, 262419.870014308 6650149.24006775, 262437.1300143 6650168.18006777, 262452.070014293 6650182.25006779, 262469.010014285 6650196.19006781, 262487.140014277 6650213.06006784, 262505.010014268 6650225.93006786, 262521.150014261 6650242.93006788, 262536.690014253 6650251.94006791, 262546.130014249 6650257.35006792, 262553.560014245 6650262.12006793, 262549.360014248 6650268.02006792, 262543.820014251 6650280.36006791, 262538.600014254 6650292.33006791, 262535.140014256 6650304.1900679, 262532.390014258 6650315.99006789, 262531.530014259 6650330.15006789, 262530.78001426 6650345.70006789, 262530.34001426 6650355.24006789, 262529.790014261 6650363.03006789, 262529.210014261 6650370.47006789, 262529.080014262 6650379.29006789, 262532.98001426 6650390.66006789, 262538.120014258 6650404.7800679, 262542.200014257 6650418.6200679, 262550.790014253 6650442.37006791, 262553.420014252 6650450.31006792, 262554.340014252 6650464.69006792, 262555.410014252 6650481.19006792, 262556.570014253 6650519.01006791, 262552.760014257 6650557.73006791, 262537.780014269 6650684.90006787, 262536.810014269 6650688.54006787, 262528.170014275 6650729.28006786, 262528.280014277 6650770.71006785, 262528.540014279 6650836.86006785, 262527.740014281 6650870.99006785, 262527.580014283 6650946.18006784, 262527.610014284 6650962.21006784, 262524.600014288 6651039.59006783, 262531.460014285 6651037.14006784, 262542.430014279 6651036.42006786, 262605.940014247 6651033.28006794, 262627.410014237 6651032.93006798, 262816.520014143 6651031.29006824, 262828.790014137 6651030.15006826, 262859.390014122 6651029.2200683, 262866.760014118 6651028.75006831, 262929.410014087 6651027.5200684, 263050.510014027 6651025.33006857, 263061.050014022 6651026.95006858, 263082.200014012 6651028.58006861, 263160.720013974 6651035.10006872, 263165.980013975 6651132.72006872, 263170.790013977 6651250.45006871, 263226.580013953 6651361.37006878, 263251.010013943 6651411.95006881, 263305.390013916 6651381.28006889, 263324.760013906 6651370.16006892, 263344.810013896 6651358.64006895, 263361.740013887 6651348.03006897, 263385.540013875 6651329.22006901, 263399.290013868 6651318.46006902, 263431.850013851 6651288.16006907, 263479.450013826 6651239.61006914, 263494.280013819 6651223.85006917, 263588.91001377 6651130.0700693, 263601.700013764 6651141.15006932, 263625.730013753 6651163.91006935, 263647.170013744 6651184.72006937, 263670.630013733 6651209.63006941, 263683.050013728 6651221.87006942, 263691.790013724 6651231.52006943, 263695.920013722 6651235.49006944, 263703.320013719 6651240.99006945, 263713.460013714 6651250.56006946, 263721.43001371 6651253.91006947, 263729.890013707 6651259.36006948, 263739.980013702 6651264.6300695, 263751.220013697 6651267.90006951, 263763.030013691 6651270.21006953, 263767.300013689 6651271.03006953, 263780.120013683 6651273.02006955, 263807.03001367 6651275.16006959, 263830.400013659 6651276.82006962, 263857.020013647 6651279.68006966, 263879.230013636 6651285.28006969, 263905.020013624 6651291.72006972, 263913.65001362 6651294.33006973, 263922.790013616 6651299.38006974, 263935.00001361 6651304.11006976, 263950.550013603 6651312.13006978, 263980.230013589 6651326.67006982, 263997.210013582 6651338.61006984, 264006.460013578 6651345.40006985, 264017.960013573 6651354.17006987, 264083.940013544 6651415.45006995, 264153.600013513 6651478.95007004, 264172.340013504 6651490.77007007, 264178.670013502 6651517.84007007, 264184.6200135 6651538.95007008, 264190.500013498 6651559.01007009, 264196.810013496 6651574.8200701, 264207.330013492 6651601.27007011, 264215.760013488 6651622.58007012, 264223.910013485 6651639.67007013, 264232.850013482 6651658.12007014, 264237.70001348 6651667.68007014, 264245.230013476 6651680.58007015, 264250.040013475 6651689.43007016, 264258.530013471 6651703.16007017, 264260.72001347 6651706.03007017, 264269.680013467 6651720.48007018, 264289.130013458 6651742.28007021, 264313.890013447 6651768.75007024, 264341.720013435 6651796.01007027, 264408.560013406 6651853.04007036, 264413.230013404 6651857.50007037, 264419.110013401 6651861.17007037, 264441.690013391 6651879.3000704, 264550.400013343 6651958.24007055, 264568.620013334 6651940.15007057, 264591.450013323 6651917.1800706, 264673.590013282 6651843.69007072, 264721.040013259 6651802.52007078, 264746.630013246 6651779.82007082, 264794.030013223 6651737.66007089, 264843.220013199 6651692.37007095, 264895.780013173 6651642.70007103, 264958.240013142 6651589.67007112, 264999.610013122 6651559.15007117, 265015.800013115 6651547.88007119, 265142.360013054 6651455.47007137, 265160.250013045 6651443.3900714, 265290.740012983 6651346.87007157, 265321.610012968 6651323.03007162, 265341.780012958 6651307.98007165, 265356.630012951 6651297.86007167, 265372.570012944 6651280.73007169, 265387.920012936 6651264.22007171, 265392.490012934 6651258.18007171, 265400.92001293 6651246.70007173, 265403.590012928 6651242.17007173, 265409.490012926 6651237.70007174, 265420.31001292 6651225.01007175, 265433.670012914 6651208.28007177, 265451.880012905 6651183.8900718, 265478.780012892 6651153.91007183, 265502.43001288 6651128.49007187, 265522.100012871 6651107.1700719, 265549.980012857 6651073.28007193, 265574.370012845 6651047.64007197, 265583.650012841 6651036.02007198, 265589.260012838 6651029.64007199, 265592.860012836 6651023.390072, 265596.530012834 6651018.140072, 265599.550012832 6650999.830072, 265628.530012819 6650973.99007204, 265656.070012805 6650946.86007208, 265643.900012811 6650937.46007207, 265625.260012819 6650950.60007204, 265593.710012834 6650969.550072, 265572.950012844 6650975.48007197, 265562.160012848 6650977.59007196, 265545.690012856 6650979.01007194, 265528.750012864 6650978.69007191, 265514.91001287 6650977.1300719, 265502.390012875 6650974.41007188, 265488.330012881 6650969.33007186, 265477.080012886 6650964.42007184, 265464.310012892 6650957.49007183, 265444.9600129 6650942.4600718, 265445.350012898 6650881.58007181, 265447.970012894 6650808.78007182, 265446.130012894 6650785.31007182, 265448.600012892 6650753.06007182, 265449.860012891 6650739.94007183, 265451.98001289 6650720.78007183, 265456.450012887 6650705.68007184, 265460.370012885 6650695.21007184, 265468.660012881 6650676.35007186, 265482.850012873 6650655.62007188, 265503.990012863 6650626.19007191, 265520.530012855 6650606.74007193, 265566.690012833 6650552.30007199, 265604.620012814 6650506.85007205, 265620.720012806 6650488.90007207, 265636.340012799 6650468.85007209, 265648.370012793 6650453.27007211, 265656.350012789 6650440.43007212, 265665.590012784 6650425.37007213, 265673.89001278 6650412.15007214, 265678.210012778 6650402.72007215, 265682.630012776 6650394.67007216, 265688.940012772 6650378.05007217, 265696.440012768 6650357.84007218, 265705.800012763 6650328.33007219, 265711.77001276 6650300.8100722, 265714.050012758 6650281.6300722, 265715.840012757 6650260.37007221, 265717.380012756 6650246.17007221, 265719.380012754 6650217.15007222, 265698.620012763 6650212.15007219, 265682.60001277 6650209.66007217, 265676.910012772 6650208.97007216, 265677.040012772 6650189.23007217, 265625.970012794 6650184.0800721, 265609.290012801 6650182.34007207, 265594.000012808 6650180.16007206, 265538.270012833 6650173.89007198, 265470.010012863 6650164.5800719, 265340.530012921 6650145.81007172, 265325.000012928 6650140.1200717, 265282.440012946 6650124.90007165, 265247.800012961 6650112.34007161, 265212.130012977 6650100.20007156, 265171.090012995 6650085.77007151, 265085.920013033 6650055.85007139, 264930.810013102 6650000.35007119, 264724.910013194 6649925.82007092, 264549.960013272 6649865.41007069, 264539.430013277 6649860.82007068, 264420.440013331 6649818.85007052, 264373.340013352 6649793.71007046, 264241.920013411 6649723.61007029, 264230.860013416 6649721.51007027, 264232.660013415 6649708.15007028, 264236.690013412 6649692.85007029, 264242.320013409 6649671.45007029, 264251.560013404 6649643.81007031, 264257.5100134 6649620.51007032, 264239.790013408 6649613.55007029, 264230.390013413 6649609.94007028, 264219.630013417 6649607.11007027, 264206.860013423 6649605.81007025, 264192.12001343 6649606.76007023, 264175.090013439 6649610.32007021, 264159.250013446 6649615.92007019, 264145.220013453 6649622.46007016, 264142.770013454 6649611.70007016, 264138.250013455 6649601.77007016, 264134.450013457 6649592.15007016, 264129.680013459 6649583.65007015, 264121.630013462 6649572.01007014, 264112.060013467 6649563.60007013, 264102.620013471 6649557.20007011, 264094.320013474 6649552.7200701, 264084.080013479 6649549.38007009, 264070.860013485 6649545.87007007, 264053.620013493 6649543.33007005, 264033.470013503 6649540.83007002, 263994.190013521 6649537.44006997, 263972.850013531 6649534.24006994, 263959.940013537 6649530.84006992, 263944.270013544 6649526.3400699, 263939.700013547 6649548.69006989, 263919.10001356 6649645.91006986, 263885.220013581 6649792.2200698, 263881.730013584 6649803.7200698, 263879.520013585 6649813.03006979, 263877.810013586 6649824.77006979, 263866.420013591 6649826.07006978, 263862.430013593 6649826.33006977, 263855.510013597 6649827.78006976, 263846.520013601 6649828.36006975, 263838.340013605 6649825.88006973, 263831.220013608 6649824.34006973, 263823.980013611 6649820.80006971, 263818.730013614 6649817.12006971, 263811.220013617 6649809.5900697, 263806.350013619 6649798.73006969, 263756.880013639 6649697.84006963, 263752.120013641 6649686.12006963, 263747.740013643 6649680.39006962, 263744.400013644 6649674.46006962, 263742.910013645 6649667.87006962, 263740.070013646 6649662.41006961, 263734.060013649 6649656.19006961, 263727.340013652 6649650.56006959, 263720.990013654 6649644.97006959, 263712.440013658 6649638.13006958, 263705.340013661 6649631.89006957, 263641.93001369 6649583.13006948, 263549.220013732 6649512.29006936, 263472.370013773 6649620.52006925, 263442.110013789 6649670.4000692, 263383.550013821 6649762.26006912, 263356.020013836 6649815.86006908, 263307.630013862 6649907.410069, 263297.680013868 6649927.78006899, 263278.450013877 6649910.22006896, 263235.790013896 6649875.42006891, 263220.580013903 6649863.72006889, 263202.950013911 6649847.24006886, 263187.690013918 6649833.82006884, 263172.860013925 6649818.79006882, 263118.960013955 6649926.69006874, 263037.930013993 6649889.29006863, 263018.690014002 6649880.68006861, 262992.310014014 6649865.12006857, 262977.720014021 6649850.71006855, 262985.520014017 6649844.53006856, 263014.980014002 6649831.90006861, 263034.960013992 6649828.72006863, 263054.790013982 6649823.02006866, 263075.290013972 6649808.43006869, 263093.120013962 6649791.51006872, 263105.880013956 6649774.29006874, 263116.780013949 6649751.02006875, 263116.10001395 6649745.78006875, 263114.85001395 6649737.38006875, 263107.090013953 6649715.70006874, 263102.940013955 6649711.17006873, 263091.43001396 6649702.43006872, 263073.700013968 6649687.5300687, 263062.290013973 6649675.74006868, 263051.100013978 6649660.41006867, 263039.420013983 6649637.82006865, 263027.650013988 6649613.78006864, 263015.970013993 6649591.20006862, 263000.000014 6649558.4100686, 262989.690014004 6649540.97006859, 262973.840014011 6649521.58006857, 262953.36001402 6649498.10006854, 262940.550014026 6649480.70006853, 262921.250014034 6649448.2700685, 262903.370014042 6649408.58006848, 262888.800014048 6649375.24006846, 262852.750014066 6649388.47006841, 262811.860014086 6649407.16006836, 262618.770014185 6649504.87006808, 262654.140014169 6649525.62006812))"
